STATE,REMARKS,Districts,Languages,
JHARKHAND,Jharkhand,GIRIDIH,MAGAHI,
BIHAR,Bihar,SUPAUL,MAITHILI,
BIHAR,Bihar,MADHEPURA,MAITHILI,
BIHAR,Bihar,SITAMARHI,MAITHILI,
BIHAR,Bihar,KISHANGANJ,MAITHILI,
BIHAR,Bihar,PURNIA,MAITHILI,
BIHAR,Bihar,SAHARSA,MAITHILI,
BIHAR,Bihar,MADHUBANI,MAITHILI,
BIHAR,Bihar,SHEOHAR,MAITHILI,
BIHAR,Bihar,MUZAFFARPUR,MAITHILI,
BIHAR,,DARBHANGA,MAITHILI,
BIHAR,,KATIHAR,MAITHILI,
BIHAR,,ARARIA,MAITHILI,
Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,Tor Ghar,MAIYA,
MADHYA PRADESH,West Madhya Pradesh,INDORE,MALVI,
MADHYA PRADESH,West Madhya Pradesh,DEWAS,MALVI,
MADHYA PRADESH,West Madhya Pradesh,DHAR,MALVI,
MADHYA PRADESH,West Madhya Pradesh,JHABUA,MALVI,
MADHYA PRADESH,West Madhya Pradesh,ALIRAJPUR,MALVI,
HIMACHAL PRADESH,Himachal Pradesh,UNA,MANDEALI,
HIMACHAL PRADESH,Himachal Pradesh,HAMIRPUR,MANDEALI,
MAHARASHTRA,Konkan & Goa,RATNAGIRI,MARATHI,
MAHARASHTRA,Konkan & Goa,RAIGAD,MARATHI,
MAHARASHTRA,Konkan & Goa,SINDHUDURG,MARATHI,
MAHARASHTRA,Konkan & Goa,THANE,MARATHI,
MAHARASHTRA,Konkan & Goa,MUMBAI SUBURBAN,MARATHI,
MAHARASHTRA,Madhya Maharashtra,SATARA,MARATHI,
MAHARASHTRA,Madhya Maharashtra,PUNE,MARATHI,
MAHARASHTRA,Madhya Maharashtra,KOLHAPUR,MARATHI,
MAHARASHTRA,Madhya Maharashtra,SANGLI,MARATHI,
MAHARASHTRA,Madhya Maharashtra,SOLAPUR,MARATHI,
MAHARASHTRA,Madhya Maharashtra,AHMEDNAGAR,MARATHI,
MAHARASHTRA,Matathwada,NANDED,MARATHI,
MAHARASHTRA,Matathwada,HINGOLI,MARATHI,
MAHARASHTRA,Matathwada,OSMANABAD,MARATHI,
MAHARASHTRA,Matathwada,AURANGABAD,MARATHI,
MAHARASHTRA,Matathwada,PARBHANI,MARATHI,
MAHARASHTRA,Matathwada,BEED,MARATHI,
MAHARASHTRA,Matathwada,JALNA,MARATHI,
MAHARASHTRA,Matathwada,LATUR,MARATHI,
MAHARASHTRA,Vidarbha,CHANDRAPUR,MARATHI,
MAHARASHTRA,Vidarbha,GONDIA,MARATHI,
MAHARASHTRA,Vidarbha,WASHIM,MARATHI,
MAHARASHTRA,Vidarbha,GADCHIROLI,MARATHI,
MAHARASHTRA,Vidarbha,YAVATMAL,MARATHI,
MAHARASHTRA,Vidarbha,WARDHA,MARATHI,
MAHARASHTRA,Vidarbha,AMRAVATI,MARATHI,
MAHARASHTRA,Vidarbha,NAGPUR,MARATHI,
MAHARASHTRA,Vidarbha,AKOLA,MARATHI,
MAHARASHTRA,Vidarbha,BHANDARA,MARATHI,
RAJASTHAN,East Rajasthan,AJMER,MARWARI,
RAJASTHAN,East Rajasthan,BHILWARA,MARWARI,
RAJASTHAN,East Rajasthan,PALI,MARWARI,MARWARI
RAJASTHAN,West Rajasthan,BARMER,MARWARI,
RAJASTHAN,West Rajasthan,JAISALMER,MARWARI,
RAJASTHAN,West Rajasthan,JODHPUR,MARWARI,
RAJASTHAN,West Rajasthan,BIKANER,MARWARI,
RAJASTHAN,East Rajasthan,PRATAPGARH,MEWARI,
RAJASTHAN,East Rajasthan,CHITTORGARH,MEWARI,
RAJASTHAN,East Rajasthan,RAJSAMAND,MEWARI,
RAJASTHAN,East Rajasthan,UDAIPUR,MEWARI,
HARYANA,Haryana Delhi & Chandigarh,MEWAT,MEWATI,
HARYANA,Haryana Delhi & Chandigarh,PALWAL,MEWATI,
RAJASTHAN,East Rajasthan,ALWAR,MEWATI,
Nepal,Nepal,Nepal,NEPALI,
MADHYA PRADESH,West Madhya Pradesh,BARWANI,NIMADI,
MADHYA PRADESH,West Madhya Pradesh,KHARGONE,NIMADI,
MADHYA PRADESH,West Madhya Pradesh,KHANDWA,NIMADI,
MADHYA PRADESH,West Madhya Pradesh,BURHANPUR,NIMADI,
ANDAMAN & NICOBAR,Andaman & Nicobar Islands,NICOBARS,NO,
ANDAMAN & NICOBAR,Andaman & Nicobar Islands,NORTH AND MIDDLE ANDAMAN,NO,
ANDAMAN & NICOBAR,Andaman & Nicobar Islands,SOUTH ANDAMANS,NO,
Azad Jammu & Kashmir,Azad Jammu & Kashmir,Sudhnutti,NO,
DADRA & NAGAR HAVELI & DAMAN & DIU,,DAMAN,NO,
DADRA & NAGAR HAVELI & DAMAN & DIU,,DADRA AND NAGAR HAVELI,NO,
DADRA & NAGAR HAVELI & DAMAN & DIU,,DIU,NO,
Gilgit-Baltistan,Gilgit-Baltistan,Astor,NO,
Gilgit-Baltistan,Gilgit-Baltistan,Diamir,NO,
Gilgit-Baltistan,Gilgit-Baltistan,Gilgit,NO,
JAMMU AND KASHMIR,Jammu & Kashmir,POONCH,NO,
LADAKH,,LEH LADAKH,NO,
PUDUCHERRY,,PONDICHERRY,NO,
PUDUCHERRY,,KARAIKAL,NO,
PUDUCHERRY,,MAHE,NO,
PUDUCHERRY,,YANAM,NO,
SIKKIM,Sub Himalayan West Bengal & Sikkim,NORTH DISTRICT,SINO TIBETAN,
TRIPURA,Naga Mani Mizo Tripura,DHALAI,SINO TIBETAN,
TRIPURA,Naga Mani Mizo Tripura,GOMATI,SINO TIBETAN,
TRIPURA,Naga Mani Mizo Tripura,KHOWAI,SINO TIBETAN,
TRIPURA,Naga Mani Mizo Tripura,WEST TRIPURA,SINO TIBETAN,
TRIPURA,Naga Mani Mizo Tripura,SOUTH TRIPURA,SINO TIBETAN,
TRIPURA,Naga Mani Mizo Tripura,UNAKOTI,SINO TIBETAN,
TRIPURA,Naga Mani Mizo Tripura,NORTH TRIPURA,SINO TIBETAN,
TRIPURA,Naga Mani Mizo Tripura,SEPAHIJALA,SINO TIBETAN,
ODISHA,Orissa,KALAHANDI,ORIYA,
ODISHA,Orissa,KENDUJHAR,ORIYA,
ODISHA,Orissa,BARGARH,ORIYA,
ODISHA,Orissa,SUNDARGARH,ORIYA,
ODISHA,Orissa,NUAPADA,ORIYA,
ODISHA,Orissa,BOUDH,ORIYA,
ODISHA,Orissa,JAGATSINGHAPUR,ORIYA,
ODISHA,Orissa,KORAPUT,ORIYA,
ODISHA,Orissa,MAYURBHANJ,ORIYA,
ODISHA,Orissa,KHORDHA,ORIYA,
ODISHA,Orissa,BALANGIR,ORIYA,
ODISHA,Orissa,ANUGUL,ORIYA,
ODISHA,Orissa,NABARANGPUR,ORIYA,
ODISHA,Orissa,BHADRAK,ORIYA,
ODISHA,Orissa,GAJAPATI,ORIYA,
ODISHA,Orissa,SAMBALPUR,ORIYA,
ODISHA,Orissa,KANDHAMAL,ORIYA,
ODISHA,Orissa,JHARSUGUDA,ORIYA,
ODISHA,Orissa,JAJAPUR,ORIYA,
ODISHA,Orissa,GANJAM,ORIYA,
ODISHA,Orissa,NAYAGARH,ORIYA,
ODISHA,Orissa,CUTTACK,ORIYA,
ODISHA,Orissa,SONEPUR,ORIYA,
ODISHA,Orissa,MALKANGIRI,ORIYA,
ODISHA,Orissa,PURI,ORIYA,
ODISHA,Orissa,DHENKANAL,ORIYA,
ODISHA,Orissa,DEOGARH,ORIYA,
ODISHA,Orissa,KENDRAPARA,ORIYA,
ODISHA,Orissa,BALESHWAR,ORIYA,
JAMMU AND KASHMIR,Jammu & Kashmir,KISHTWAR,PADARI,
LADAKH,,KARGIL,PADARI,
HIMACHAL PRADESH,Himachal Pradesh,LAHUL AND SPITI,PANGWALI,
Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,Swat,PHALURA,
Federally Administered Tribal Areas,Federally Administered Tribal Areas,FR Peshawar,POTHOHARI,
Federally Administered Tribal Areas,Federally Administered Tribal Areas,Mohmand Agency,POTHOHARI,
Federally Administered Tribal Areas,Federally Administered Tribal Areas,FR Kohat,POTHOHARI,
Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,Charsadda,POTHOHARI,
Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,Peshawar,POTHOHARI,
Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,Nowshera,POTHOHARI,
Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,Mardan,PUNCHCHIL,
Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,Swabi,PUNCHCHIL,
Punjab,Punjab,Attock,PUNCHCHIL,
PUNJAB,Punjab,FAZILKA,PUNJABI,
PUNJAB,Punjab,KAPURTHALA,PUNJABI,
PUNJAB,Punjab,BATHINDA,PUNJABI,
PUNJAB,Punjab,FARIDKOT,PUNJABI,
PUNJAB,Punjab,SANGRUR,PUNJABI,
PUNJAB,Punjab,PATHANKOT,PUNJABI,
PUNJAB,Punjab,FATEHGARH SAHIB,PUNJABI,
PUNJAB,Punjab,GURDASPUR,PUNJABI,
PUNJAB,Punjab,LUDHIANA,PUNJABI,
PUNJAB,Punjab,PATIALA,PUNJABI,
PUNJAB,Punjab,RUPNAGAR,PUNJABI,
PUNJAB,Punjab,HOSHIARPUR,PUNJABI,
PUNJAB,Punjab,MUKTSAR,PUNJABI,
PUNJAB,Punjab,MANSA,PUNJABI,
PUNJAB,Punjab,S NAGAR,PUNJABI,
PUNJAB,Punjab,TARN TARAN,PUNJABI,
PUNJAB,Punjab,AMRITSAR,PUNJABI,
PUNJAB,Punjab,FIROZEPUR,PUNJABI,
PUNJAB,Punjab,SHAHID BHAGAT SINGH NAGAR,PUNJABI,
PUNJAB,Punjab,JALANDHAR,PUNJABI,
PUNJAB,Punjab,MOGA,PUNJABI,
PUNJAB,Punjab,BARNALA,PUNJABI,
Punjab,Punjab,Chiniot,PUNJABI,
Punjab,Punjab,Lahore,PUNJABI,
Punjab,Punjab,Mandi Bahauddin,PUNJABI,
Punjab,Punjab,Hafizabad,PUNJABI,
Punjab,Punjab,Jhang,PUNJABI,
Punjab,Punjab,Bahawalnagar,PUNJABI,
Punjab,Punjab,Dera Ghazi Khan,PUNJABI,
Punjab,Punjab,Faisalabad,PUNJABI,
Punjab,Punjab,Gujranwala,PUNJABI,
Punjab,Punjab,Kasur,PUNJABI,
Punjab,Punjab,Khanewal,PUNJABI,
Punjab,Punjab,Layyah,PUNJABI,
Punjab,Punjab,Lodhran,PUNJABI,
Punjab,Punjab,Multan,PUNJABI,
Punjab,Punjab,Muzaffargarh,PUNJABI,
Punjab,Punjab,Nankana Sahib,PUNJABI,
Punjab,Punjab,Narowal,PUNJABI,
Punjab,Punjab,Okara,PUNJABI,
Punjab,Punjab,Pakpattan,PUNJABI,
Punjab,Punjab,Sahiwal,PUNJABI,
Punjab,Punjab,Sheikhupura,PUNJABI,
Punjab,Punjab,Sialkot,PUNJABI,
Punjab,Punjab,Toba Tek Singh,PUNJABI,
Punjab,Punjab,Vehari,PUNJABI,
Azad Jammu & Kashmir,Azad Jammu & Kashmir,Kotli,RAMBANI,
JAMMU AND KASHMIR,Jammu & Kashmir,REASI,RAMBANI,
JAMMU AND KASHMIR,Jammu & Kashmir,RAMBAN,RAMBANI,
JAMMU AND KASHMIR,Jammu & Kashmir,RAJAURI,RAMBANI,
JHARKHAND,Jharkhand,SIMDEGA,SADANI,
JHARKHAND,Jharkhand,SARAIKELA KHARSAWAN,SADANI,
JHARKHAND,Jharkhand,WEST SINGHBHUM,SADANI,
JHARKHAND,Jharkhand,LOHARDAGA,SADANI,
JHARKHAND,Jharkhand,GUMLA,SADANI,
JHARKHAND,Jharkhand,EAST SINGHBUM,SADANI,
JHARKHAND,Jharkhand,RANCHI,SADANI,
JHARKHAND,Jharkhand,KHUNTI,SADANI,
Federally Administered Tribal Areas,Federally Administered Tribal Areas,FR DI Khan,SHAHPURI,
Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,Dera Ismail Khan,SHAHPURI,
Punjab,Punjab,Bhakkar,SHAHPURI,
Punjab,Punjab,Khushab,SHAHPURI,
Punjab,Punjab,Mianwali,SHAHPURI,
Punjab,Punjab,Sargodha,SHAHPURI,
Azad Jammu & Kashmir,Azad Jammu & Kashmir,Neelum,SHINA,
Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,Batagram,SHINA,
Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,Kohistan,SHINA,
Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,Mansehra,SHINA,
Balochistan,Balochistan,Lasbela,SINDHI,
Sindh,Sindh,Shikarpur,SINDHI,
Sindh,Sindh,Badin,SINDHI,
Sindh,Sindh,Dadu,SINDHI,
Sindh,Sindh,Ghotki,SINDHI,
Sindh,Sindh,Hyderabad,SINDHI,
Sindh,Sindh,Jacobabad,SINDHI,
Sindh,Sindh,Mirpurkhas,SINDHI,
Sindh,Sindh,Jamshoro,SINDHI,
Sindh,Sindh,Kambar-Shahdadkot,SINDHI,
Sindh,Sindh,Karachi,SINDHI,
Sindh,Sindh,Kashmore,SINDHI,
Sindh,Sindh,Khairpur,SINDHI,
Sindh,Sindh,Larkana,SINDHI,
Sindh,Sindh,Matiari,SINDHI,
Sindh,Sindh,Naushehro Feroze,SINDHI,
Sindh,Sindh,Sanghar,SINDHI,
Sindh,Sindh,Shaheed Benazirabad,SINDHI,
Sindh,Sindh,Sukkur,SINDHI,
Sindh,Sindh,Tando Allah Yar,SINDHI,
Sindh,Sindh,Tando Muhammad Khan,SINDHI,
Sindh,Sindh,Tharparkar,SINDHI,
Sindh,Sindh,Thatta,SINDHI,
Sindh,Sindh,Sajawal,SINDHI,
Sindh,Sindh,Umerkot,SINDHI,
Sri Lanka,Sri Lanka,Sri Lanka,SINHALESE,
ARUNACHAL PRADESH,Arunachal Pradesh,WEST SIANG,SINO TIBETAN,
ARUNACHAL PRADESH,Arunachal Pradesh,LOWER SUBANSIRI,SINO TIBETAN,
ARUNACHAL PRADESH,Arunachal Pradesh,NAMSAI,SINO TIBETAN,
ARUNACHAL PRADESH,Arunachal Pradesh,EAST KAMENG,SINO TIBETAN,
ARUNACHAL PRADESH,Arunachal Pradesh,LOWER DIBANG VALLEY,SINO TIBETAN,
ARUNACHAL PRADESH,Arunachal Pradesh,TIRAP,SINO TIBETAN,
ARUNACHAL PRADESH,Arunachal Pradesh,DIBANG VALLEY,SINO TIBETAN,
ARUNACHAL PRADESH,Arunachal Pradesh,UPPER SIANG,SINO TIBETAN,
ARUNACHAL PRADESH,Arunachal Pradesh,KRA DAADI,SINO TIBETAN,
ARUNACHAL PRADESH,Arunachal Pradesh,UPPER SUBANSIRI,SINO TIBETAN,
ARUNACHAL PRADESH,Arunachal Pradesh,KURUNG KUMEY,SINO TIBETAN,
ARUNACHAL PRADESH,Arunachal Pradesh,LOHIT,SINO TIBETAN,
ARUNACHAL PRADESH,Arunachal Pradesh,WEST KAMENG,SINO TIBETAN,
ARUNACHAL PRADESH,Arunachal Pradesh,LONGDING,SINO TIBETAN,
ARUNACHAL PRADESH,Arunachal Pradesh,PAPUM PARE,SINO TIBETAN,
ARUNACHAL PRADESH,Arunachal Pradesh,CHANGLANG,SINO TIBETAN,
ARUNACHAL PRADESH,Arunachal Pradesh,TAWANG,SINO TIBETAN,
ARUNACHAL PRADESH,Arunachal Pradesh,SIANG,SINO TIBETAN,
ARUNACHAL PRADESH,Arunachal Pradesh,ANJAW,SINO TIBETAN,
ARUNACHAL PRADESH,Arunachal Pradesh,EAST SIANG,SINO TIBETAN,
ASSAM,ASSAM,HOJAI,SINO TIBETAN,
ASSAM,ASSAM,WEST KARBI ANGLONG,SINO TIBETAN,
ASSAM,Assam & Meghalaya,KARBI ANGLONG,SINO TIBETAN,
ASSAM,Assam & Meghalaya,GOLAGHAT,SINO TIBETAN,
MANIPUR,MANIPUR,KANGPOKPI,SINO TIBETAN,
MANIPUR,Naga Mani Mizo Tripura,BISHNUPUR,SINO TIBETAN,
MANIPUR,Naga Mani Mizo Tripura,SENAPATI,SINO TIBETAN,
MANIPUR,Naga Mani Mizo Tripura,IMPHAL EAST,SINO TIBETAN,
MANIPUR,Naga Mani Mizo Tripura,CHANDEL,SINO TIBETAN,
MANIPUR,Naga Mani Mizo Tripura,UKHRUL,SINO TIBETAN,
MANIPUR,Naga Mani Mizo Tripura,IMPHAL WEST,SINO TIBETAN,
MANIPUR,Naga Mani Mizo Tripura,CHURACHANDPUR,SINO TIBETAN,
MANIPUR,Naga Mani Mizo Tripura,THOUBAL,SINO TIBETAN,
MEGHALAYA,Assam & Meghalaya,RI BHOI,SINO TIBETAN,
MEGHALAYA,Assam & Meghalaya,WEST JAINTIA HILLS,SINO TIBETAN,
MEGHALAYA,Assam & Meghalaya,EAST KHASI HILLS,SINO TIBETAN,
MEGHALAYA,Assam & Meghalaya,WEST GARO HILLS,SINO TIBETAN,
MEGHALAYA,Assam & Meghalaya,EAST JAINTIA HILLS,SINO TIBETAN,
MEGHALAYA,Assam & Meghalaya,SOUTH GARO HILLS,SINO TIBETAN,
MEGHALAYA,Assam & Meghalaya,SOUTH WEST GARO HILLS,SINO TIBETAN,
MEGHALAYA,Assam & Meghalaya,WEST KHASI HILLS,SINO TIBETAN,
MEGHALAYA,Assam & Meghalaya,SOUTH WEST KHASI HILLS,SINO TIBETAN,
MEGHALAYA,Assam & Meghalaya,NORTH GARO HILLS,SINO TIBETAN,
MEGHALAYA,,EAST GARO HILLS,SINO TIBETAN,
MIZORAM,Naga Mani Mizo Tripura,AIZAWL,SINO TIBETAN,
MIZORAM,Naga Mani Mizo Tripura,KOLASIB,SINO TIBETAN,
MIZORAM,Naga Mani Mizo Tripura,LUNGLEI,SINO TIBETAN,
MIZORAM,Naga Mani Mizo Tripura,MAMIT,SINO TIBETAN,
MIZORAM,Naga Mani Mizo Tripura,CHAMPHAI,SINO TIBETAN,
MIZORAM,Naga Mani Mizo Tripura,LAWNGTLAI,SINO TIBETAN,
MIZORAM,Naga Mani Mizo Tripura,SAIHA,SINO TIBETAN,
MIZORAM,Naga Mani Mizo Tripura,SERCHHIP,SINO TIBETAN,
NAGALAND,Naga Mani Mizo Tripura,DIMAPUR,SINO TIBETAN,
NAGALAND,Naga Mani Mizo Tripura,PHEK,SINO TIBETAN,
NAGALAND,Naga Mani Mizo Tripura,KIPHIRE,SINO TIBETAN,
NAGALAND,Naga Mani Mizo Tripura,MON,SINO TIBETAN,
NAGALAND,Naga Mani Mizo Tripura,MOKOKCHUNG,SINO TIBETAN,
NAGALAND,Naga Mani Mizo Tripura,WOKHA,SINO TIBETAN,
NAGALAND,Naga Mani Mizo Tripura,TUENSANG,SINO TIBETAN,
NAGALAND,Naga Mani Mizo Tripura,ZUNHEBOTO,SINO TIBETAN,
NAGALAND,Naga Mani Mizo Tripura,LONGLENG,SINO TIBETAN,
NAGALAND,Naga Mani Mizo Tripura,KOHIMA,SINO TIBETAN,
Balochistan,Balochistan,Sohbatpur,SIRAIKI,
Balochistan,Balochistan,Lehri,SIRAIKI,
Balochistan,Balochistan,Dera Bugti,SIRAIKI,
Balochistan,Balochistan,Jaffarabad,SIRAIKI,
Balochistan,Balochistan,Nasirabad,SIRAIKI,
Punjab,Punjab,Bahawalpur,SIRAIKI,
Punjab,Punjab,Rahim Yar Khan,SIRAIKI,
Punjab,Punjab,Rajanpur,SIRAIKI,
HIMACHAL PRADESH,Himachal Pradesh,SIRMAUR,SIRMAURI,
RAJASTHAN,East Rajasthan,SIROHI,SIROHI,
Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,Buner,TORWALI,
RAJASTHAN,East Rajasthan,BANSWARA,VAGDI,
RAJASTHAN,East Rajasthan,DUNGARPUR,VAGDI,
RAJASTHAN,East Rajasthan,RATLAM,VAGDI,
MAHARASHTRA,Konkan & Goa,PALGHAR,VARLI,
MAHARASHTRA,Madhya Maharashtra,NASHIK,VARLI,
